1529650964 KiB Mem: 8197444 total, 7818872 used, 378572 free, 25024 buffers
1529651005 KiB Mem: 8197444 total, 8015004 used, 182440 free, 25100 buffers
1529651006 KiB Mem: 8197444 total, 8015436 used, 182008 free, 25108 buffers
1529651007 KiB Mem: 8197444 total, 8011976 used, 185468 free, 25108 buffers
1529651008 KiB Mem: 8197444 total, 8014840 used, 182604 free, 25108 buffers
1529651009 KiB Mem: 8197444 total, 8015044 used, 182400 free, 25108 buffers
1529651011 KiB Mem: 8197444 total, 8015288 used, 182156 free, 25116 buffers
1529651012 KiB Mem: 8197444 total, 8014624 used, 182820 free, 25116 buffers
1529651013 KiB Mem: 8197444 total, 8015428 used, 182016 free, 25116 buffers
1529651014 KiB Mem: 8197444 total, 8011560 used, 185884 free, 25116 buffers
1529651015 KiB Mem: 8197444 total, 8015892 used, 181552 free, 25124 buffers
1529651016 KiB Mem: 8197444 total, 8015068 used, 182376 free, 25124 buffers
1529651018 KiB Mem: 8197444 total, 8015436 used, 182008 free, 25124 buffers
1529651019 KiB Mem: 8197444 total, 8015780 used, 181664 free, 25124 buffers
1529651020 KiB Mem: 8197444 total, 8017184 used, 180260 free, 25124 buffers
1529651021 KiB Mem: 8197444 total, 8013520 used, 183924 free, 25132 buffers
1529651022 KiB Mem: 8197444 total, 8018160 used, 179284 free, 25132 buffers
1529651023 KiB Mem: 8197444 total, 8026036 used, 171408 free, 25132 buffers
1529651025 KiB Mem: 8197444 total, 8022796 used, 174648 free, 25132 buffers
1529651026 KiB Mem: 8197444 total, 8017156 used, 180288 free, 25140 buffers
1529651027 KiB Mem: 8197444 total, 8021428 used, 176016 free, 25140 buffers
1529651028 KiB Mem: 8197444 total, 8020528 used, 176916 free, 25140 buffers
1529651029 KiB Mem: 8197444 total, 8015196 used, 182248 free, 25140 buffers
1529651030 KiB Mem: 8197444 total, 8016140 used, 181304 free, 25148 buffers
1529651032 KiB Mem: 8197444 total, 8015964 used, 181480 free, 25148 buffers
1529651033 KiB Mem: 8197444 total, 8014988 used, 182456 free, 25148 buffers
1529651034 KiB Mem: 8197444 total, 8012092 used, 185352 free, 25148 buffers
1529651035 KiB Mem: 8197444 total, 8014120 used, 183324 free, 25148 buffers
1529651036 KiB Mem: 8197444 total, 8014916 used, 182528 free, 25156 buffers
1529651038 KiB Mem: 8197444 total, 8014984 used, 182460 free, 25156 buffers
1529651039 KiB Mem: 8197444 total, 8015724 used, 181720 free, 25156 buffers
1529651040 KiB Mem: 8197444 total, 8015220 used, 182224 free, 25156 buffers
1529651041 KiB Mem: 8197444 total, 8011580 used, 185864 free, 25164 buffers
1529651042 KiB Mem: 8197444 total, 8014696 used, 182748 free, 25164 buffers
1529651043 KiB Mem: 8197444 total, 8014572 used, 182872 free, 25164 buffers
1529651045 KiB Mem: 8197444 total, 8014856 used, 182588 free, 25164 buffers
1529651046 KiB Mem: 8197444 total, 8015308 used, 182136 free, 25172 buffers
1529651047 KiB Mem: 8197444 total, 8015348 used, 182096 free, 25172 buffers
1529651048 KiB Mem: 8197444 total, 8012620 used, 184824 free, 25172 buffers
1529651049 KiB Mem: 8197444 total, 8014908 used, 182536 free, 25172 buffers
1529651050 KiB Mem: 8197444 total, 8014784 used, 182660 free, 25180 buffers
1529651052 KiB Mem: 8197444 total, 8015272 used, 182172 free, 25180 buffers
1529651053 KiB Mem: 8197444 total, 8016968 used, 180476 free, 25180 buffers
1529651054 KiB Mem: 8197444 total, 8017116 used, 180328 free, 25180 buffers
1529651055 KiB Mem: 8197444 total, 8012800 used, 184644 free, 25180 buffers
1529651056 KiB Mem: 8197444 total, 8016856 used, 180588 free, 25188 buffers
1529651057 KiB Mem: 8197444 total, 8026740 used, 170704 free, 25188 buffers
1529651059 KiB Mem: 8197444 total, 8022236 used, 175208 free, 25188 buffers
1529651060 KiB Mem: 8197444 total, 8012736 used, 184708 free, 25188 buffers
1529651061 KiB Mem: 8197444 total, 8025664 used, 171780 free, 25196 buffers
1529651062 KiB Mem: 8197444 total, 8020204 used, 177240 free, 25196 buffers
1529651063 KiB Mem: 8197444 total, 8015460 used, 181984 free, 25196 buffers
1529651064 KiB Mem: 8197444 total, 8014984 used, 182460 free, 25196 buffers
1529651066 KiB Mem: 8197444 total, 8015356 used, 182088 free, 25204 buffers
1529651067 KiB Mem: 8197444 total, 8016056 used, 181388 free, 25204 buffers
1529651068 KiB Mem: 8197444 total, 8014972 used, 182472 free, 25204 buffers
1529651069 KiB Mem: 8197444 total, 8015460 used, 181984 free, 25204 buffers
1529651070 KiB Mem: 8197444 total, 8015544 used, 181900 free, 25204 buffers
1529651071 KiB Mem: 8197444 total, 8015348 used, 182096 free, 25212 buffers
1529651073 KiB Mem: 8197444 total, 8016892 used, 180552 free, 25212 buffers
1529651074 KiB Mem: 8197444 total, 8016280 used, 181164 free, 25212 buffers
1529651075 KiB Mem: 8197444 total, 8012044 used, 185400 free, 25212 buffers
1529651076 KiB Mem: 8197444 total, 8016020 used, 181424 free, 25220 buffers
1529651077 KiB Mem: 8197444 total, 8017276 used, 180168 free, 25220 buffers
1529651078 KiB Mem: 8197444 total, 8016824 used, 180620 free, 25220 buffers
1529651080 KiB Mem: 8197444 total, 8017164 used, 180280 free, 25220 buffers
1529651081 KiB Mem: 8197444 total, 8016336 used, 181108 free, 25228 buffers
1529651082 KiB Mem: 8197444 total, 8013616 used, 183828 free, 25228 buffers
1529651083 KiB Mem: 8197444 total, 8017744 used, 179700 free, 25228 buffers
1529651084 KiB Mem: 8197444 total, 8017232 used, 180212 free, 25228 buffers
1529651085 KiB Mem: 8197444 total, 8017280 used, 180164 free, 25236 buffers
1529651087 KiB Mem: 8197444 total, 8018496 used, 178948 free, 25236 buffers
1529651088 KiB Mem: 8197444 total, 8015896 used, 181548 free, 25236 buffers
1529651089 KiB Mem: 8197444 total, 8019572 used, 177872 free, 25236 buffers
1529651090 KiB Mem: 8197444 total, 8028396 used, 169048 free, 25236 buffers
1529651091 KiB Mem: 8197444 total, 8027440 used, 170004 free, 25244 buffers
1529651092 KiB Mem: 8197444 total, 8018784 used, 178660 free, 25244 buffers
1529651094 KiB Mem: 8197444 total, 8028024 used, 169420 free, 25244 buffers
1529651095 KiB Mem: 8197444 total, 8020256 used, 177188 free, 25244 buffers
1529651096 KiB Mem: 8197444 total, 8018408 used, 179036 free, 25252 buffers
1529651097 KiB Mem: 8197444 total, 8017372 used, 180072 free, 25252 buffers
1529651098 KiB Mem: 8197444 total, 8017644 used, 179800 free, 25252 buffers
1529651099 KiB Mem: 8197444 total, 8018080 used, 179364 free, 25252 buffers
1529651101 KiB Mem: 8197444 total, 8014984 used, 182460 free, 25260 buffers
1529651102 KiB Mem: 8197444 total, 8018476 used, 178968 free, 25260 buffers
1529651103 KiB Mem: 8197444 total, 8018240 used, 179204 free, 25260 buffers
1529651104 KiB Mem: 8197444 total, 8018240 used, 179204 free, 25260 buffers
1529651105 KiB Mem: 8197444 total, 8018944 used, 178500 free, 25260 buffers
1529651106 KiB Mem: 8197444 total, 8018448 used, 178996 free, 25268 buffers
1529651108 KiB Mem: 8197444 total, 8014780 used, 182664 free, 25268 buffers
1529651109 KiB Mem: 8197444 total, 8018232 used, 179212 free, 25268 buffers
1529651110 KiB Mem: 8197444 total, 8017964 used, 179480 free, 25268 buffers
1529651111 KiB Mem: 8197444 total, 8018736 used, 178708 free, 25276 buffers
1529651112 KiB Mem: 8197444 total, 8018656 used, 178788 free, 25276 buffers
1529651113 KiB Mem: 8197444 total, 8019276 used, 178168 free, 25276 buffers
1529651115 KiB Mem: 8197444 total, 8015292 used, 182152 free, 25276 buffers
1529651116 KiB Mem: 8197444 total, 8018952 used, 178492 free, 25284 buffers
1529651117 KiB Mem: 8197444 total, 8020480 used, 176964 free, 25284 buffers
1529651118 KiB Mem: 8197444 total, 8017984 used, 179460 free, 25284 buffers
1529651119 KiB Mem: 8197444 total, 8020312 used, 177132 free, 25284 buffers
1529651120 KiB Mem: 8197444 total, 8030536 used, 166908 free, 25292 buffers
1529651122 KiB Mem: 8197444 total, 8024996 used, 172448 free, 25292 buffers
1529651123 KiB Mem: 8197444 total, 8024272 used, 173172 free, 25292 buffers
1529651124 KiB Mem: 8197444 total, 8029344 used, 168100 free, 25292 buffers
1529651125 KiB Mem: 8197444 total, 8025516 used, 171928 free, 25292 buffers
1529651126 KiB Mem: 8197444 total, 8018884 used, 178560 free, 25300 buffers
1529651127 KiB Mem: 8197444 total, 8018780 used, 178664 free, 25300 buffers
1529651129 KiB Mem: 8197444 total, 8016440 used, 181004 free, 25300 buffers
1529651130 KiB Mem: 8197444 total, 8018236 used, 179208 free, 25300 buffers
1529651131 KiB Mem: 8197444 total, 8019652 used, 177792 free, 25308 buffers
1529651132 KiB Mem: 8197444 total, 8019084 used, 178360 free, 25308 buffers
1529651133 KiB Mem: 8197444 total, 8019148 used, 178296 free, 25308 buffers
1529651135 KiB Mem: 8197444 total, 8019332 used, 178112 free, 25308 buffers
1529651136 KiB Mem: 8197444 total, 8019156 used, 178288 free, 25316 buffers
1529651137 KiB Mem: 8197444 total, 8019348 used, 178096 free, 25316 buffers
1529651138 KiB Mem: 8197444 total, 8019364 used, 178080 free, 25316 buffers
1529651139 KiB Mem: 8197444 total, 8019280 used, 178164 free, 25316 buffers
1529651140 KiB Mem: 8197444 total, 8019588 used, 177856 free, 25316 buffers
1529651142 KiB Mem: 8197444 total, 8015840 used, 181604 free, 25324 buffers
1529651143 KiB Mem: 8197444 total, 8020244 used, 177200 free, 25324 buffers
1529651144 KiB Mem: 8197444 total, 8019796 used, 177648 free, 25324 buffers
1529651145 KiB Mem: 8197444 total, 8020004 used, 177440 free, 25324 buffers
1529651146 KiB Mem: 8197444 total, 8020048 used, 177396 free, 25332 buffers
1529651147 KiB Mem: 8197444 total, 8019636 used, 177808 free, 25332 buffers
1529651149 KiB Mem: 8197444 total, 8017400 used, 180044 free, 25332 buffers
1529651150 KiB Mem: 8197444 total, 8020608 used, 176836 free, 25332 buffers
1529651151 KiB Mem: 8197444 total, 8021536 used, 175908 free, 25340 buffers
1529651152 KiB Mem: 8197444 total, 8021824 used, 175620 free, 25340 buffers
1529651153 KiB Mem: 8197444 total, 8031376 used, 166068 free, 25340 buffers
1529651154 KiB Mem: 8197444 total, 8027748 used, 169696 free, 25340 buffers
1529651156 KiB Mem: 8197444 total, 8026056 used, 171388 free, 25340 buffers
1529651157 KiB Mem: 8197444 total, 8027652 used, 169792 free, 25348 buffers
1529651158 KiB Mem: 8197444 total, 8021492 used, 175952 free, 25348 buffers
1529651159 KiB Mem: 8197444 total, 8019640 used, 177804 free, 25348 buffers
1529651160 KiB Mem: 8197444 total, 8020312 used, 177132 free, 25352 buffers
1529651161 KiB Mem: 8197444 total, 8018172 used, 179272 free, 25360 buffers
1529651163 KiB Mem: 8197444 total, 8019452 used, 177992 free, 25360 buffers
1529651164 KiB Mem: 8197444 total, 8020852 used, 176592 free, 25360 buffers
1529651165 KiB Mem: 8197444 total, 8020788 used, 176656 free, 25360 buffers
1529651166 KiB Mem: 8197444 total, 8020864 used, 176580 free, 25360 buffers
1529651167 KiB Mem: 8197444 total, 8021112 used, 176332 free, 25368 buffers
1529651168 KiB Mem: 8197444 total, 8021368 used, 176076 free, 25368 buffers
1529651170 KiB Mem: 8197444 total, 8019992 used, 177452 free, 25368 buffers
1529651171 KiB Mem: 8197444 total, 8021348 used, 176096 free, 25368 buffers
1529651172 KiB Mem: 8197444 total, 8020924 used, 176520 free, 25376 buffers
1529651173 KiB Mem: 8197444 total, 8021396 used, 176048 free, 25376 buffers
1529651174 KiB Mem: 8197444 total, 8021900 used, 175544 free, 25376 buffers
1529651175 KiB Mem: 8197444 total, 8018460 used, 178984 free, 25376 buffers
1529651177 KiB Mem: 8197444 total, 8022520 used, 174924 free, 25376 buffers
1529651178 KiB Mem: 8197444 total, 8020684 used, 176760 free, 25384 buffers
1529651179 KiB Mem: 8197444 total, 8022508 used, 174936 free, 25384 buffers
1529651180 KiB Mem: 8197444 total, 8018144 used, 179300 free, 25384 buffers
1529651181 KiB Mem: 8197444 total, 8023248 used, 174196 free, 25384 buffers
1529651182 KiB Mem: 8197444 total, 8032788 used, 164656 free, 25392 buffers
1529651184 KiB Mem: 8197444 total, 8029764 used, 167680 free, 25392 buffers
1529651185 KiB Mem: 8197444 total, 8024872 used, 172572 free, 25392 buffers
1529651186 KiB Mem: 8197444 total, 8032192 used, 165252 free, 25392 buffers
1529651187 KiB Mem: 8197444 total, 8021084 used, 176360 free, 25392 buffers
1529651188 KiB Mem: 8197444 total, 8022180 used, 175264 free, 25400 buffers
1529651189 KiB Mem: 8197444 total, 8021624 used, 175820 free, 25400 buffers
1529651191 KiB Mem: 8197444 total, 8021156 used, 176288 free, 25400 buffers
1529651192 KiB Mem: 8197444 total, 8021772 used, 175672 free, 25400 buffers
1529651193 KiB Mem: 8197444 total, 8022084 used, 175360 free, 25408 buffers
1529651194 KiB Mem: 8197444 total, 8018516 used, 178928 free, 25408 buffers
1529651195 KiB Mem: 8197444 total, 8021876 used, 175568 free, 25412 buffers
1529651196 KiB Mem: 8197444 total, 8021812 used, 175632 free, 25412 buffers
1529651198 KiB Mem: 8197444 total, 8021676 used, 175768 free, 25420 buffers
1529651199 KiB Mem: 8197444 total, 8021604 used, 175840 free, 25420 buffers
1529651200 KiB Mem: 8197444 total, 8017884 used, 179560 free, 25420 buffers
1529651201 KiB Mem: 8197444 total, 8025644 used, 171800 free, 25420 buffers
1529651202 KiB Mem: 8197444 total, 8026764 used, 170680 free, 25424 buffers
1529651204 KiB Mem: 8197444 total, 8027772 used, 169672 free, 25432 buffers
1529651205 KiB Mem: 8197444 total, 8027244 used, 170200 free, 25432 buffers
1529651206 KiB Mem: 8197444 total, 8026800 used, 170644 free, 25432 buffers
1529651207 KiB Mem: 8197444 total, 8025816 used, 171628 free, 25432 buffers
1529651208 KiB Mem: 8197444 total, 8030008 used, 167436 free, 25440 buffers
1529651209 KiB Mem: 8197444 total, 8038932 used, 158512 free, 25440 buffers
1529651211 KiB Mem: 8197444 total, 8035688 used, 161756 free, 25440 buffers
1529651212 KiB Mem: 8197444 total, 8037980 used, 159464 free, 25440 buffers
1529651213 KiB Mem: 8197444 total, 8035228 used, 162216 free, 25448 buffers
1529651214 KiB Mem: 8197444 total, 8025788 used, 171656 free, 25448 buffers
1529651215 KiB Mem: 8197444 total, 8027820 used, 169624 free, 25448 buffers
1529651216 KiB Mem: 8197444 total, 8028184 used, 169260 free, 25448 buffers
1529651218 KiB Mem: 8197444 total, 8026976 used, 170468 free, 25448 buffers
1529651219 KiB Mem: 8197444 total, 8029124 used, 168320 free, 25456 buffers
1529651220 KiB Mem: 8197444 total, 8028268 used, 169176 free, 25456 buffers
1529651221 KiB Mem: 8197444 total, 8026184 used, 171260 free, 25456 buffers
1529651222 KiB Mem: 8197444 total, 8027860 used, 169584 free, 25456 buffers
1529651223 KiB Mem: 8197444 total, 8028736 used, 168708 free, 25464 buffers
1529651225 KiB Mem: 8197444 total, 8027600 used, 169844 free, 25464 buffers
1529651226 KiB Mem: 8197444 total, 8029148 used, 168296 free, 25464 buffers
1529651227 KiB Mem: 8197444 total, 8024556 used, 172888 free, 25464 buffers
1529651228 KiB Mem: 8197444 total, 8028632 used, 168812 free, 25464 buffers
1529651229 KiB Mem: 8197444 total, 8028520 used, 168924 free, 25472 buffers
1529651230 KiB Mem: 8197444 total, 8029248 used, 168196 free, 25476 buffers
1529651232 KiB Mem: 8197444 total, 8029508 used, 167936 free, 25476 buffers
1529651233 KiB Mem: 8197444 total, 8027296 used, 170148 free, 25476 buffers
1529651234 KiB Mem: 8197444 total, 8029336 used, 168108 free, 25484 buffers
1529651235 KiB Mem: 8197444 total, 8038840 used, 158604 free, 25484 buffers
1529651236 KiB Mem: 8197444 total, 8034588 used, 162856 free, 25484 buffers
1529651237 KiB Mem: 8197444 total, 8038920 used, 158524 free, 25484 buffers
1529651239 KiB Mem: 8197444 total, 8034652 used, 162792 free, 25492 buffers
1529651240 KiB Mem: 8197444 total, 8026460 used, 170984 free, 25492 buffers
1529651241 KiB Mem: 8197444 total, 8028880 used, 168564 free, 25492 buffers
1529651242 KiB Mem: 8197444 total, 8028244 used, 169200 free, 25492 buffers
1529651243 KiB Mem: 8197444 total, 8029344 used, 168100 free, 25492 buffers
1529651244 KiB Mem: 8197444 total, 8028756 used, 168688 free, 25500 buffers
1529651246 KiB Mem: 8197444 total, 8029632 used, 167812 free, 25500 buffers
1529651247 KiB Mem: 8197444 total, 8029812 used, 167632 free, 25500 buffers
1529651248 KiB Mem: 8197444 total, 8029372 used, 168072 free, 25500 buffers
1529651249 KiB Mem: 8197444 total, 8029900 used, 167544 free, 25508 buffers
1529651250 KiB Mem: 8197444 total, 8030040 used, 167404 free, 25508 buffers
1529651252 KiB Mem: 8197444 total, 8029636 used, 167808 free, 25508 buffers
1529651253 KiB Mem: 8197444 total, 8030408 used, 167036 free, 25508 buffers
1529651254 KiB Mem: 8197444 total, 8030040 used, 167404 free, 25508 buffers
1529651255 KiB Mem: 8197444 total, 8026304 used, 171140 free, 25516 buffers
1529651256 KiB Mem: 8197444 total, 8030140 used, 167304 free, 25516 buffers
1529651257 KiB Mem: 8197444 total, 8030156 used, 167288 free, 25516 buffers
1529651259 KiB Mem: 8197444 total, 8029656 used, 167788 free, 25516 buffers
1529651260 KiB Mem: 8197444 total, 8030480 used, 166964 free, 25524 buffers
1529651261 KiB Mem: 8197444 total, 8031100 used, 166344 free, 25524 buffers
1529651262 KiB Mem: 8197444 total, 8026632 used, 170812 free, 25524 buffers
1529651263 KiB Mem: 8197444 total, 8030912 used, 166532 free, 25524 buffers
1529651264 KiB Mem: 8197444 total, 7857684 used, 339760 free, 25536 buffers
1529651266 KiB Mem: 8197444 total, 7966832 used, 230612 free, 25536 buffers
1529651267 KiB Mem: 8197444 total, 8062336 used, 135108 free, 25536 buffers
1529651268 KiB Mem: 8197444 total, 7888188 used, 309256 free, 25536 buffers
1529651269 KiB Mem: 8197444 total, 7887392 used, 310052 free, 25536 buffers
1529651270 KiB Mem: 8197444 total, 7886856 used, 310588 free, 25544 buffers
1529651271 KiB Mem: 8197444 total, 7888056 used, 309388 free, 25544 buffers
1529651273 KiB Mem: 8197444 total, 7887264 used, 310180 free, 25544 buffers
1529651274 KiB Mem: 8197444 total, 7887444 used, 310000 free, 25544 buffers
1529651275 KiB Mem: 8197444 total, 7884220 used, 313224 free, 25544 buffers
1529651276 KiB Mem: 8197444 total, 7886724 used, 310720 free, 25552 buffers
1529651277 KiB Mem: 8197444 total, 7886716 used, 310728 free, 25552 buffers
1529651278 KiB Mem: 8197444 total, 7887684 used, 309760 free, 25552 buffers
1529651280 KiB Mem: 8197444 total, 7888152 used, 309292 free, 25552 buffers
1529651281 KiB Mem: 8197444 total, 7886880 used, 310564 free, 25560 buffers
1529651282 KiB Mem: 8197444 total, 7887292 used, 310152 free, 25560 buffers
1529651283 KiB Mem: 8197444 total, 7887672 used, 309772 free, 25560 buffers
1529651284 KiB Mem: 8197444 total, 7887600 used, 309844 free, 25560 buffers
1529651285 KiB Mem: 8197444 total, 7886092 used, 311352 free, 25568 buffers
1529651287 KiB Mem: 8197444 total, 7888080 used, 309364 free, 25568 buffers
