1529650454 KiB Mem: 8197444 total, 7791672 used, 405772 free, 24124 buffers
1529650566 KiB Mem: 8197444 total, 8002356 used, 195088 free, 24324 buffers
1529650567 KiB Mem: 8197444 total, 8001932 used, 195512 free, 24324 buffers
1529650568 KiB Mem: 8197444 total, 8001956 used, 195488 free, 24324 buffers
1529650569 KiB Mem: 8197444 total, 7999028 used, 198416 free, 24324 buffers
1529650571 KiB Mem: 8197444 total, 8001456 used, 195988 free, 24332 buffers
1529650572 KiB Mem: 8197444 total, 8002552 used, 194892 free, 24332 buffers
1529650573 KiB Mem: 8197444 total, 8002176 used, 195268 free, 24332 buffers
1529650574 KiB Mem: 8197444 total, 8002364 used, 195080 free, 24332 buffers
1529650575 KiB Mem: 8197444 total, 8002360 used, 195084 free, 24340 buffers
1529650576 KiB Mem: 8197444 total, 8000156 used, 197288 free, 24340 buffers
1529650578 KiB Mem: 8197444 total, 8001360 used, 196084 free, 24340 buffers
1529650579 KiB Mem: 8197444 total, 8001488 used, 195956 free, 24340 buffers
1529650580 KiB Mem: 8197444 total, 8002200 used, 195244 free, 24340 buffers
1529650581 KiB Mem: 8197444 total, 8002504 used, 194940 free, 24348 buffers
1529650582 KiB Mem: 8197444 total, 8008516 used, 188928 free, 24348 buffers
1529650584 KiB Mem: 8197444 total, 8008540 used, 188904 free, 24348 buffers
1529650585 KiB Mem: 8197444 total, 8012044 used, 185400 free, 24348 buffers
1529650586 KiB Mem: 8197444 total, 8010952 used, 186492 free, 24356 buffers
1529650587 KiB Mem: 8197444 total, 8007448 used, 189996 free, 24356 buffers
1529650588 KiB Mem: 8197444 total, 8001256 used, 196188 free, 24356 buffers
1529650589 KiB Mem: 8197444 total, 7997984 used, 199460 free, 24356 buffers
1529650591 KiB Mem: 8197444 total, 8000996 used, 196448 free, 24364 buffers
1529650592 KiB Mem: 8197444 total, 8001628 used, 195816 free, 24364 buffers
1529650593 KiB Mem: 8197444 total, 8001924 used, 195520 free, 24364 buffers
1529650594 KiB Mem: 8197444 total, 8001836 used, 195608 free, 24364 buffers
1529650595 KiB Mem: 8197444 total, 7998280 used, 199164 free, 24364 buffers
1529650596 KiB Mem: 8197444 total, 8000652 used, 196792 free, 24372 buffers
1529650598 KiB Mem: 8197444 total, 8001524 used, 195920 free, 24372 buffers
1529650599 KiB Mem: 8197444 total, 8001352 used, 196092 free, 24372 buffers
1529650600 KiB Mem: 8197444 total, 8001284 used, 196160 free, 24372 buffers
1529650601 KiB Mem: 8197444 total, 8001924 used, 195520 free, 24380 buffers
1529650602 KiB Mem: 8197444 total, 7997840 used, 199604 free, 24380 buffers
1529650603 KiB Mem: 8197444 total, 8002016 used, 195428 free, 24380 buffers
1529650605 KiB Mem: 8197444 total, 8001416 used, 196028 free, 24380 buffers
1529650606 KiB Mem: 8197444 total, 8001276 used, 196168 free, 24388 buffers
1529650607 KiB Mem: 8197444 total, 8002080 used, 195364 free, 24388 buffers
1529650608 KiB Mem: 8197444 total, 7998160 used, 199284 free, 24388 buffers
1529650609 KiB Mem: 8197444 total, 8001080 used, 196364 free, 24388 buffers
1529650610 KiB Mem: 8197444 total, 8001112 used, 196332 free, 24396 buffers
1529650612 KiB Mem: 8197444 total, 8001376 used, 196068 free, 24396 buffers
1529650613 KiB Mem: 8197444 total, 8001944 used, 195500 free, 24396 buffers
1529650614 KiB Mem: 8197444 total, 7998876 used, 198568 free, 24396 buffers
1529650615 KiB Mem: 8197444 total, 8001912 used, 195532 free, 24396 buffers
1529650616 KiB Mem: 8197444 total, 8002880 used, 194564 free, 24404 buffers
1529650617 KiB Mem: 8197444 total, 8003204 used, 194240 free, 24404 buffers
1529650619 KiB Mem: 8197444 total, 8010880 used, 186564 free, 24404 buffers
1529650620 KiB Mem: 8197444 total, 8007480 used, 189964 free, 24404 buffers
1529650621 KiB Mem: 8197444 total, 8011288 used, 186156 free, 24412 buffers
1529650622 KiB Mem: 8197444 total, 8007452 used, 189992 free, 24412 buffers
1529650623 KiB Mem: 8197444 total, 8001348 used, 196096 free, 24412 buffers
1529650624 KiB Mem: 8197444 total, 8000988 used, 196456 free, 24412 buffers
1529650626 KiB Mem: 8197444 total, 8002160 used, 195284 free, 24420 buffers
1529650627 KiB Mem: 8197444 total, 8002588 used, 194856 free, 24420 buffers
1529650628 KiB Mem: 8197444 total, 7998648 used, 198796 free, 24420 buffers
1529650629 KiB Mem: 8197444 total, 8002276 used, 195168 free, 24420 buffers
1529650630 KiB Mem: 8197444 total, 8001212 used, 196232 free, 24420 buffers
1529650631 KiB Mem: 8197444 total, 8000920 used, 196524 free, 24428 buffers
1529650633 KiB Mem: 8197444 total, 8001612 used, 195832 free, 24428 buffers
1529650634 KiB Mem: 8197444 total, 8001368 used, 196076 free, 24428 buffers
1529650635 KiB Mem: 8197444 total, 7998916 used, 198528 free, 24428 buffers
1529650636 KiB Mem: 8197444 total, 8001648 used, 195796 free, 24436 buffers
1529650637 KiB Mem: 8197444 total, 8001168 used, 196276 free, 24436 buffers
1529650638 KiB Mem: 8197444 total, 8002060 used, 195384 free, 24436 buffers
1529650640 KiB Mem: 8197444 total, 7999116 used, 198328 free, 24436 buffers
1529650641 KiB Mem: 8197444 total, 8001424 used, 196020 free, 24444 buffers
1529650642 KiB Mem: 8197444 total, 8001388 used, 196056 free, 24444 buffers
1529650643 KiB Mem: 8197444 total, 8002128 used, 195316 free, 24444 buffers
1529650644 KiB Mem: 8197444 total, 8001892 used, 195552 free, 24444 buffers
1529650645 KiB Mem: 8197444 total, 8002208 used, 195236 free, 24452 buffers
1529650647 KiB Mem: 8197444 total, 8002364 used, 195080 free, 24452 buffers
1529650648 KiB Mem: 8197444 total, 8001564 used, 195880 free, 24452 buffers
1529650649 KiB Mem: 8197444 total, 8003492 used, 193952 free, 24452 buffers
1529650650 KiB Mem: 8197444 total, 8003648 used, 193796 free, 24452 buffers
1529650651 KiB Mem: 8197444 total, 8003376 used, 194068 free, 24460 buffers
1529650652 KiB Mem: 8197444 total, 8012688 used, 184756 free, 24460 buffers
1529650654 KiB Mem: 8197444 total, 8011348 used, 186096 free, 24460 buffers
1529650655 KiB Mem: 8197444 total, 8004464 used, 192980 free, 24460 buffers
1529650656 KiB Mem: 8197444 total, 8012640 used, 184804 free, 24468 buffers
1529650657 KiB Mem: 8197444 total, 8009540 used, 187904 free, 24468 buffers
1529650658 KiB Mem: 8197444 total, 8002800 used, 194644 free, 24468 buffers
1529650659 KiB Mem: 8197444 total, 8002264 used, 195180 free, 24468 buffers
1529650661 KiB Mem: 8197444 total, 8002320 used, 195124 free, 24476 buffers
1529650662 KiB Mem: 8197444 total, 7998548 used, 198896 free, 24476 buffers
1529650663 KiB Mem: 8197444 total, 8002128 used, 195316 free, 24476 buffers
1529650664 KiB Mem: 8197444 total, 8001860 used, 195584 free, 24476 buffers
1529650665 KiB Mem: 8197444 total, 8002868 used, 194576 free, 24484 buffers
1529650666 KiB Mem: 8197444 total, 8002116 used, 195328 free, 24484 buffers
1529650668 KiB Mem: 8197444 total, 8002964 used, 194480 free, 24484 buffers
1529650669 KiB Mem: 8197444 total, 7998780 used, 198664 free, 24484 buffers
1529650670 KiB Mem: 8197444 total, 8002064 used, 195380 free, 24484 buffers
1529650671 KiB Mem: 8197444 total, 8001916 used, 195528 free, 24492 buffers
1529650672 KiB Mem: 8197444 total, 8002072 used, 195372 free, 24492 buffers
1529650673 KiB Mem: 8197444 total, 8001996 used, 195448 free, 24492 buffers
1529650675 KiB Mem: 8197444 total, 7999224 used, 198220 free, 24492 buffers
1529650676 KiB Mem: 8197444 total, 8001604 used, 195840 free, 24500 buffers
1529650677 KiB Mem: 8197444 total, 8002536 used, 194908 free, 24500 buffers
1529650678 KiB Mem: 8197444 total, 8002420 used, 195024 free, 24500 buffers
1529650679 KiB Mem: 8197444 total, 8002556 used, 194888 free, 24500 buffers
1529650681 KiB Mem: 8197444 total, 7999200 used, 198244 free, 24508 buffers
1529650682 KiB Mem: 8197444 total, 8002560 used, 194884 free, 24508 buffers
1529650683 KiB Mem: 8197444 total, 8003148 used, 194296 free, 24508 buffers
1529650684 KiB Mem: 8197444 total, 8003008 used, 194436 free, 24508 buffers
1529650685 KiB Mem: 8197444 total, 8003792 used, 193652 free, 24508 buffers
1529650686 KiB Mem: 8197444 total, 8001400 used, 196044 free, 24516 buffers
1529650688 KiB Mem: 8197444 total, 8005044 used, 192400 free, 24516 buffers
1529650689 KiB Mem: 8197444 total, 8014808 used, 182636 free, 24516 buffers
1529650690 KiB Mem: 8197444 total, 8011732 used, 185712 free, 24516 buffers
1529650691 KiB Mem: 8197444 total, 8006560 used, 190884 free, 24528 buffers
1529650692 KiB Mem: 8197444 total, 8011740 used, 185704 free, 24528 buffers
1529650693 KiB Mem: 8197444 total, 8009676 used, 187768 free, 24536 buffers
1529650695 KiB Mem: 8197444 total, 8005168 used, 192276 free, 24536 buffers
1529650696 KiB Mem: 8197444 total, 8006268 used, 191176 free, 24544 buffers
1529650697 KiB Mem: 8197444 total, 8004876 used, 192568 free, 24544 buffers
1529650698 KiB Mem: 8197444 total, 8005608 used, 191836 free, 24544 buffers
1529650699 KiB Mem: 8197444 total, 8001884 used, 195560 free, 24544 buffers
1529650700 KiB Mem: 8197444 total, 8005268 used, 192176 free, 24552 buffers
1529650702 KiB Mem: 8197444 total, 8004076 used, 193368 free, 24552 buffers
1529650703 KiB Mem: 8197444 total, 8004788 used, 192656 free, 24552 buffers
1529650704 KiB Mem: 8197444 total, 8004912 used, 192532 free, 24552 buffers
1529650705 KiB Mem: 8197444 total, 8001928 used, 195516 free, 24552 buffers
1529650706 KiB Mem: 8197444 total, 8004788 used, 192656 free, 24560 buffers
1529650707 KiB Mem: 8197444 total, 8004852 used, 192592 free, 24560 buffers
1529650709 KiB Mem: 8197444 total, 8005200 used, 192244 free, 24560 buffers
1529650710 KiB Mem: 8197444 total, 8005184 used, 192260 free, 24560 buffers
1529650711 KiB Mem: 8197444 total, 8000436 used, 197008 free, 24568 buffers
1529650712 KiB Mem: 8197444 total, 8004872 used, 192572 free, 24568 buffers
1529650713 KiB Mem: 8197444 total, 8004108 used, 193336 free, 24572 buffers
1529650714 KiB Mem: 8197444 total, 8004904 used, 192540 free, 24572 buffers
1529650716 KiB Mem: 8197444 total, 8004220 used, 193224 free, 24580 buffers
1529650717 KiB Mem: 8197444 total, 8005756 used, 191688 free, 24580 buffers
1529650718 KiB Mem: 8197444 total, 8002868 used, 194576 free, 24580 buffers
1529650719 KiB Mem: 8197444 total, 8006072 used, 191372 free, 24580 buffers
1529650720 KiB Mem: 8197444 total, 8007328 used, 190116 free, 24580 buffers
1529650721 KiB Mem: 8197444 total, 8015280 used, 182164 free, 24588 buffers
1529650723 KiB Mem: 8197444 total, 8008844 used, 188600 free, 24588 buffers
1529650724 KiB Mem: 8197444 total, 8010080 used, 187364 free, 24588 buffers
1529650725 KiB Mem: 8197444 total, 8007268 used, 190176 free, 24588 buffers
1529650726 KiB Mem: 8197444 total, 8005460 used, 191984 free, 24596 buffers
1529650727 KiB Mem: 8197444 total, 8005912 used, 191532 free, 24596 buffers
1529650728 KiB Mem: 8197444 total, 8005460 used, 191984 free, 24596 buffers
1529650730 KiB Mem: 8197444 total, 8004692 used, 192752 free, 24596 buffers
1529650731 KiB Mem: 8197444 total, 8001996 used, 195448 free, 24604 buffers
1529650732 KiB Mem: 8197444 total, 8004976 used, 192468 free, 24604 buffers
1529650733 KiB Mem: 8197444 total, 8006188 used, 191256 free, 24604 buffers
1529650734 KiB Mem: 8197444 total, 8006132 used, 191312 free, 24604 buffers
1529650735 KiB Mem: 8197444 total, 8005336 used, 192108 free, 24612 buffers
1529650737 KiB Mem: 8197444 total, 8006120 used, 191324 free, 24612 buffers
1529650738 KiB Mem: 8197444 total, 8002376 used, 195068 free, 24612 buffers
1529650739 KiB Mem: 8197444 total, 8004888 used, 192556 free, 24612 buffers
1529650740 KiB Mem: 8197444 total, 8005048 used, 192396 free, 24612 buffers
1529650741 KiB Mem: 8197444 total, 8005836 used, 191608 free, 24620 buffers
1529650742 KiB Mem: 8197444 total, 8005608 used, 191836 free, 24620 buffers
1529650744 KiB Mem: 8197444 total, 8006432 used, 191012 free, 24620 buffers
1529650745 KiB Mem: 8197444 total, 8003308 used, 194136 free, 24620 buffers
1529650746 KiB Mem: 8197444 total, 8006376 used, 191068 free, 24628 buffers
1529650747 KiB Mem: 8197444 total, 8006792 used, 190652 free, 24628 buffers
1529650748 KiB Mem: 8197444 total, 8007472 used, 189972 free, 24628 buffers
1529650750 KiB Mem: 8197444 total, 8016428 used, 181016 free, 24628 buffers
1529650751 KiB Mem: 8197444 total, 8010364 used, 187080 free, 24636 buffers
1529650752 KiB Mem: 8197444 total, 8008132 used, 189312 free, 24636 buffers
1529650753 KiB Mem: 8197444 total, 7857664 used, 339780 free, 24636 buffers
1529650754 KiB Mem: 8197444 total, 8063380 used, 134064 free, 24636 buffers
1529650755 KiB Mem: 8197444 total, 7903296 used, 294148 free, 24648 buffers
1529650757 KiB Mem: 8197444 total, 7905004 used, 292440 free, 24648 buffers
1529650758 KiB Mem: 8197444 total, 7905260 used, 292184 free, 24648 buffers
1529650759 KiB Mem: 8197444 total, 7905860 used, 291584 free, 24648 buffers
1529650760 KiB Mem: 8197444 total, 7905748 used, 291696 free, 24648 buffers
1529650761 KiB Mem: 8197444 total, 7905684 used, 291760 free, 24656 buffers
1529650762 KiB Mem: 8197444 total, 7901420 used, 296024 free, 24656 buffers
1529650764 KiB Mem: 8197444 total, 7904456 used, 292988 free, 24656 buffers
1529650765 KiB Mem: 8197444 total, 7903964 used, 293480 free, 24656 buffers
1529650766 KiB Mem: 8197444 total, 7905732 used, 291712 free, 24664 buffers
1529650767 KiB Mem: 8197444 total, 7905432 used, 292012 free, 24664 buffers
1529650768 KiB Mem: 8197444 total, 7904880 used, 292564 free, 24668 buffers
1529650769 KiB Mem: 8197444 total, 7902372 used, 295072 free, 24668 buffers
1529650771 KiB Mem: 8197444 total, 7905824 used, 291620 free, 24676 buffers
1529650772 KiB Mem: 8197444 total, 7906152 used, 291292 free, 24676 buffers
1529650773 KiB Mem: 8197444 total, 7906128 used, 291316 free, 24680 buffers
1529650774 KiB Mem: 8197444 total, 7906292 used, 291152 free, 24684 buffers
1529650775 KiB Mem: 8197444 total, 7906604 used, 290840 free, 24684 buffers
