1529648069 KiB Mem: 8197444 total, 7801188 used, 396256 free, 8332 buffers
1529648104 KiB Mem: 8197444 total, 8012408 used, 185036 free, 8392 buffers
1529648105 KiB Mem: 8197444 total, 8013512 used, 183932 free, 8392 buffers
1529648106 KiB Mem: 8197444 total, 8009348 used, 188096 free, 8392 buffers
1529648107 KiB Mem: 8197444 total, 8012884 used, 184560 free, 8400 buffers
1529648109 KiB Mem: 8197444 total, 8013024 used, 184420 free, 8400 buffers
1529648110 KiB Mem: 8197444 total, 8022808 used, 174636 free, 8400 buffers
1529648111 KiB Mem: 8197444 total, 8019664 used, 177780 free, 8404 buffers
1529648112 KiB Mem: 8197444 total, 8015464 used, 181980 free, 8412 buffers
1529648113 KiB Mem: 8197444 total, 8018816 used, 178628 free, 8412 buffers
1529648114 KiB Mem: 8197444 total, 8018744 used, 178700 free, 8412 buffers
1529648116 KiB Mem: 8197444 total, 8013672 used, 183772 free, 8412 buffers
1529648117 KiB Mem: 8197444 total, 8013348 used, 184096 free, 8420 buffers
1529648118 KiB Mem: 8197444 total, 8012580 used, 184864 free, 8420 buffers
1529648119 KiB Mem: 8197444 total, 8012480 used, 184964 free, 8420 buffers
1529648120 KiB Mem: 8197444 total, 8013916 used, 183528 free, 8420 buffers
1529648121 KiB Mem: 8197444 total, 8012960 used, 184484 free, 8420 buffers
1529648123 KiB Mem: 8197444 total, 8014192 used, 183252 free, 8428 buffers
1529648124 KiB Mem: 8197444 total, 8013576 used, 183868 free, 8428 buffers
1529648125 KiB Mem: 8197444 total, 8013488 used, 183956 free, 8428 buffers
1529648126 KiB Mem: 8197444 total, 8013424 used, 184020 free, 8428 buffers
1529648127 KiB Mem: 8197444 total, 8014044 used, 183400 free, 8440 buffers
1529648128 KiB Mem: 8197444 total, 8010876 used, 186568 free, 8440 buffers
1529648130 KiB Mem: 8197444 total, 8013848 used, 183596 free, 8440 buffers
1529648131 KiB Mem: 8197444 total, 8014352 used, 183092 free, 8440 buffers
1529648132 KiB Mem: 8197444 total, 8013464 used, 183980 free, 8448 buffers
1529648133 KiB Mem: 8197444 total, 8013712 used, 183732 free, 8448 buffers
1529648134 KiB Mem: 8197444 total, 8010452 used, 186992 free, 8448 buffers
1529648135 KiB Mem: 8197444 total, 8012892 used, 184552 free, 8448 buffers
1529648137 KiB Mem: 8197444 total, 8015268 used, 182176 free, 8448 buffers
1529648138 KiB Mem: 8197444 total, 8014024 used, 183420 free, 8456 buffers
1529648139 KiB Mem: 8197444 total, 8011964 used, 185480 free, 8456 buffers
1529648140 KiB Mem: 8197444 total, 8013712 used, 183732 free, 8456 buffers
1529648141 KiB Mem: 8197444 total, 8014412 used, 183032 free, 8456 buffers
1529648142 KiB Mem: 8197444 total, 8014524 used, 182920 free, 8464 buffers
1529648144 KiB Mem: 8197444 total, 8016140 used, 181304 free, 8464 buffers
1529648145 KiB Mem: 8197444 total, 8023188 used, 174256 free, 8464 buffers
1529648146 KiB Mem: 8197444 total, 8021932 used, 175512 free, 8464 buffers
1529648147 KiB Mem: 8197444 total, 8025708 used, 171736 free, 8472 buffers
1529648148 KiB Mem: 8197444 total, 8019944 used, 177500 free, 8472 buffers
1529648150 KiB Mem: 8197444 total, 8029032 used, 168412 free, 8472 buffers
1529648151 KiB Mem: 8197444 total, 8025108 used, 172336 free, 8472 buffers
1529648152 KiB Mem: 8197444 total, 8020764 used, 176680 free, 8472 buffers
1529648153 KiB Mem: 8197444 total, 8027852 used, 169592 free, 8480 buffers
1529648154 KiB Mem: 8197444 total, 8025272 used, 172172 free, 8480 buffers
1529648155 KiB Mem: 8197444 total, 8020576 used, 176868 free, 8480 buffers
1529648157 KiB Mem: 8197444 total, 8018976 used, 178468 free, 8480 buffers
1529648158 KiB Mem: 8197444 total, 8015688 used, 181756 free, 8488 buffers
1529648159 KiB Mem: 8197444 total, 8017640 used, 179804 free, 8488 buffers
1529648160 KiB Mem: 8197444 total, 8018864 used, 178580 free, 8488 buffers
1529648161 KiB Mem: 8197444 total, 8018420 used, 179024 free, 8488 buffers
1529648162 KiB Mem: 8197444 total, 8019616 used, 177828 free, 8488 buffers
1529648164 KiB Mem: 8197444 total, 8018760 used, 178684 free, 8496 buffers
1529648165 KiB Mem: 8197444 total, 8019704 used, 177740 free, 8496 buffers
1529648166 KiB Mem: 8197444 total, 8019384 used, 178060 free, 8496 buffers
1529648167 KiB Mem: 8197444 total, 8019212 used, 178232 free, 8496 buffers
1529648168 KiB Mem: 8197444 total, 8019140 used, 178304 free, 8504 buffers
1529648169 KiB Mem: 8197444 total, 8019228 used, 178216 free, 8504 buffers
1529648171 KiB Mem: 8197444 total, 8019624 used, 177820 free, 8504 buffers
1529648172 KiB Mem: 8197444 total, 8016492 used, 180952 free, 8504 buffers
1529648173 KiB Mem: 8197444 total, 8015904 used, 181540 free, 8512 buffers
1529648174 KiB Mem: 8197444 total, 8015188 used, 182256 free, 8512 buffers
1529648175 KiB Mem: 8197444 total, 8015380 used, 182064 free, 8512 buffers
1529648176 KiB Mem: 8197444 total, 8012308 used, 185136 free, 8512 buffers
1529648178 KiB Mem: 8197444 total, 8014668 used, 182776 free, 8512 buffers
1529648179 KiB Mem: 8197444 total, 8015536 used, 181908 free, 8520 buffers
1529648180 KiB Mem: 8197444 total, 8015956 used, 181488 free, 8520 buffers
1529648181 KiB Mem: 8197444 total, 8015372 used, 182072 free, 8520 buffers
1529648182 KiB Mem: 8197444 total, 8015860 used, 181584 free, 8520 buffers
1529648183 KiB Mem: 8197444 total, 8013380 used, 184064 free, 8528 buffers
1529648185 KiB Mem: 8197444 total, 8017136 used, 180308 free, 8528 buffers
1529648186 KiB Mem: 8197444 total, 8018144 used, 179300 free, 8528 buffers
1529648187 KiB Mem: 8197444 total, 8017896 used, 179548 free, 8528 buffers
1529648188 KiB Mem: 8197444 total, 8026568 used, 170876 free, 8528 buffers
1529648189 KiB Mem: 8197444 total, 8024736 used, 172708 free, 8536 buffers
1529648190 KiB Mem: 8197444 total, 8020252 used, 177192 free, 8536 buffers
1529648192 KiB Mem: 8197444 total, 8023800 used, 173644 free, 8536 buffers
1529648193 KiB Mem: 8197444 total, 8022796 used, 174648 free, 8536 buffers
1529648194 KiB Mem: 8197444 total, 8016384 used, 181060 free, 8544 buffers
1529648195 KiB Mem: 8197444 total, 8016220 used, 181224 free, 8544 buffers
1529648196 KiB Mem: 8197444 total, 8016308 used, 181136 free, 8544 buffers
1529648197 KiB Mem: 8197444 total, 8012768 used, 184676 free, 8544 buffers
1529648199 KiB Mem: 8197444 total, 8016032 used, 181412 free, 8544 buffers
1529648200 KiB Mem: 8197444 total, 8016936 used, 180508 free, 8552 buffers
1529648201 KiB Mem: 8197444 total, 8017172 used, 180272 free, 8552 buffers
1529648202 KiB Mem: 8197444 total, 8016960 used, 180484 free, 8552 buffers
1529648203 KiB Mem: 8197444 total, 8013756 used, 183688 free, 8552 buffers
1529648204 KiB Mem: 8197444 total, 8016684 used, 180760 free, 8560 buffers
1529648206 KiB Mem: 8197444 total, 8016256 used, 181188 free, 8560 buffers
1529648207 KiB Mem: 8197444 total, 8017008 used, 180436 free, 8560 buffers
1529648208 KiB Mem: 8197444 total, 8016576 used, 180868 free, 8560 buffers
1529648209 KiB Mem: 8197444 total, 8015212 used, 182232 free, 8568 buffers
1529648210 KiB Mem: 8197444 total, 8016172 used, 181272 free, 8568 buffers
1529648211 KiB Mem: 8197444 total, 8016924 used, 180520 free, 8568 buffers
1529648213 KiB Mem: 8197444 total, 8016928 used, 180516 free, 8568 buffers
1529648214 KiB Mem: 8197444 total, 8017068 used, 180376 free, 8568 buffers
1529648215 KiB Mem: 8197444 total, 8013632 used, 183812 free, 8576 buffers
1529648216 KiB Mem: 8197444 total, 8017024 used, 180420 free, 8576 buffers
1529648217 KiB Mem: 8197444 total, 8016924 used, 180520 free, 8576 buffers
1529648218 KiB Mem: 8197444 total, 8016456 used, 180988 free, 8576 buffers
1529648220 KiB Mem: 8197444 total, 8017200 used, 180244 free, 8584 buffers
1529648221 KiB Mem: 8197444 total, 8017424 used, 180020 free, 8584 buffers
1529648222 KiB Mem: 8197444 total, 8013996 used, 183448 free, 8588 buffers
1529648223 KiB Mem: 8197444 total, 8017916 used, 179528 free, 8588 buffers
1529648224 KiB Mem: 8197444 total, 8018824 used, 178620 free, 8596 buffers
1529648225 KiB Mem: 8197444 total, 8026640 used, 170804 free, 8596 buffers
1529648227 KiB Mem: 8197444 total, 8024252 used, 173192 free, 8596 buffers
1529648228 KiB Mem: 8197444 total, 8027720 used, 169724 free, 8596 buffers
1529648229 KiB Mem: 8197444 total, 8023028 used, 174416 free, 8596 buffers
1529648230 KiB Mem: 8197444 total, 8023364 used, 174080 free, 8604 buffers
1529648231 KiB Mem: 8197444 total, 8017804 used, 179640 free, 8604 buffers
1529648233 KiB Mem: 8197444 total, 8017632 used, 179812 free, 8604 buffers
1529648234 KiB Mem: 8197444 total, 8017260 used, 180184 free, 8604 buffers
1529648235 KiB Mem: 8197444 total, 8017384 used, 180060 free, 8604 buffers
1529648236 KiB Mem: 8197444 total, 8016892 used, 180552 free, 8612 buffers
1529648237 KiB Mem: 8197444 total, 8017832 used, 179612 free, 8612 buffers
1529648238 KiB Mem: 8197444 total, 8017352 used, 180092 free, 8612 buffers
1529648240 KiB Mem: 8197444 total, 8018180 used, 179264 free, 8612 buffers
1529648241 KiB Mem: 8197444 total, 8013792 used, 183652 free, 8620 buffers
1529648242 KiB Mem: 8197444 total, 8016892 used, 180552 free, 8620 buffers
1529648243 KiB Mem: 8197444 total, 8017788 used, 179656 free, 8620 buffers
1529648244 KiB Mem: 8197444 total, 8015736 used, 181708 free, 8620 buffers
1529648245 KiB Mem: 8197444 total, 8017960 used, 179484 free, 8628 buffers
1529648247 KiB Mem: 8197444 total, 8014732 used, 182712 free, 8628 buffers
1529648248 KiB Mem: 8197444 total, 8018456 used, 178988 free, 8628 buffers
1529648249 KiB Mem: 8197444 total, 8018044 used, 179400 free, 8628 buffers
1529648250 KiB Mem: 8197444 total, 8018212 used, 179232 free, 8628 buffers
1529648251 KiB Mem: 8197444 total, 8017808 used, 179636 free, 8636 buffers
1529648252 KiB Mem: 8197444 total, 8018600 used, 178844 free, 8636 buffers
1529648254 KiB Mem: 8197444 total, 8016140 used, 181304 free, 8636 buffers
1529648255 KiB Mem: 8197444 total, 8017932 used, 179512 free, 8636 buffers
1529648256 KiB Mem: 8197444 total, 8018336 used, 179108 free, 8644 buffers
1529648257 KiB Mem: 8197444 total, 8017160 used, 180284 free, 8644 buffers
1529648258 KiB Mem: 8197444 total, 8019184 used, 178260 free, 8644 buffers
1529648259 KiB Mem: 8197444 total, 8020040 used, 177404 free, 8644 buffers
1529648261 KiB Mem: 8197444 total, 8018924 used, 178520 free, 8652 buffers
1529648262 KiB Mem: 8197444 total, 8019864 used, 177580 free, 8652 buffers
1529648263 KiB Mem: 8197444 total, 8029116 used, 168328 free, 8652 buffers
1529648264 KiB Mem: 8197444 total, 8027612 used, 169832 free, 8652 buffers
1529648265 KiB Mem: 8197444 total, 8024064 used, 173380 free, 8660 buffers
1529648266 KiB Mem: 8197444 total, 8026036 used, 171408 free, 8660 buffers
1529648268 KiB Mem: 8197444 total, 8025736 used, 171708 free, 8660 buffers
1529648269 KiB Mem: 8197444 total, 8020272 used, 177172 free, 8660 buffers
1529648270 KiB Mem: 8197444 total, 8017932 used, 179512 free, 8660 buffers
1529648271 KiB Mem: 8197444 total, 8017152 used, 180292 free, 8668 buffers
1529648272 KiB Mem: 8197444 total, 8018028 used, 179416 free, 8668 buffers
1529648273 KiB Mem: 8197444 total, 8019020 used, 178424 free, 8668 buffers
1529648275 KiB Mem: 8197444 total, 8018524 used, 178920 free, 8668 buffers
1529648276 KiB Mem: 8197444 total, 8017704 used, 179740 free, 8676 buffers
1529648277 KiB Mem: 8197444 total, 8019076 used, 178368 free, 8676 buffers
1529648278 KiB Mem: 8197444 total, 8018920 used, 178524 free, 8676 buffers
1529648279 KiB Mem: 8197444 total, 8015344 used, 182100 free, 8676 buffers
1529648280 KiB Mem: 8197444 total, 8018388 used, 179056 free, 8684 buffers
1529648282 KiB Mem: 8197444 total, 8018692 used, 178752 free, 8684 buffers
1529648283 KiB Mem: 8197444 total, 8018352 used, 179092 free, 8684 buffers
1529648284 KiB Mem: 8197444 total, 8019296 used, 178148 free, 8684 buffers
1529648285 KiB Mem: 8197444 total, 8018724 used, 178720 free, 8684 buffers
1529648286 KiB Mem: 8197444 total, 8015524 used, 181920 free, 8692 buffers
1529648287 KiB Mem: 8197444 total, 8018396 used, 179048 free, 8692 buffers
1529648289 KiB Mem: 8197444 total, 8018664 used, 178780 free, 8692 buffers
1529648290 KiB Mem: 8197444 total, 8018980 used, 178464 free, 8692 buffers
1529648291 KiB Mem: 8197444 total, 8018612 used, 178832 free, 8700 buffers
1529648292 KiB Mem: 8197444 total, 8015576 used, 181868 free, 8700 buffers
1529648293 KiB Mem: 8197444 total, 8018964 used, 178480 free, 8700 buffers
1529648294 KiB Mem: 8197444 total, 8018800 used, 178644 free, 8700 buffers
1529648296 KiB Mem: 8197444 total, 8020000 used, 177444 free, 8708 buffers
1529648297 KiB Mem: 8197444 total, 8020128 used, 177316 free, 8708 buffers
1529648298 KiB Mem: 8197444 total, 8017588 used, 179856 free, 8708 buffers
1529648299 KiB Mem: 8197444 total, 8021688 used, 175756 free, 8708 buffers
1529648300 KiB Mem: 8197444 total, 8029488 used, 167956 free, 8716 buffers
1529648302 KiB Mem: 8197444 total, 8027340 used, 170104 free, 8716 buffers
1529648303 KiB Mem: 8197444 total, 8020744 used, 176700 free, 8720 buffers
1529648304 KiB Mem: 8197444 total, 8028576 used, 168868 free, 8720 buffers
1529648305 KiB Mem: 8197444 total, 8022188 used, 175256 free, 8720 buffers
1529648306 KiB Mem: 8197444 total, 8018944 used, 178500 free, 8728 buffers
1529648307 KiB Mem: 8197444 total, 8017968 used, 179476 free, 8732 buffers
1529648309 KiB Mem: 8197444 total, 8019476 used, 177968 free, 8732 buffers
1529648310 KiB Mem: 8197444 total, 8019568 used, 177876 free, 8732 buffers
1529648311 KiB Mem: 8197444 total, 8016148 used, 181296 free, 8740 buffers
1529648312 KiB Mem: 8197444 total, 8019324 used, 178120 free, 8740 buffers
1529648313 KiB Mem: 8197444 total, 8020796 used, 176648 free, 8744 buffers
1529648314 KiB Mem: 8197444 total, 8021448 used, 175996 free, 8744 buffers
1529648316 KiB Mem: 8197444 total, 8021448 used, 175996 free, 8752 buffers
1529648317 KiB Mem: 8197444 total, 8022932 used, 174512 free, 8752 buffers
1529648318 KiB Mem: 8197444 total, 8019212 used, 178232 free, 8752 buffers
1529648319 KiB Mem: 8197444 total, 8021780 used, 175664 free, 8752 buffers
1529648320 KiB Mem: 8197444 total, 8022440 used, 175004 free, 8760 buffers
1529648321 KiB Mem: 8197444 total, 8022416 used, 175028 free, 8760 buffers
1529648323 KiB Mem: 8197444 total, 8023308 used, 174136 free, 8760 buffers
1529648324 KiB Mem: 8197444 total, 8019212 used, 178232 free, 8760 buffers
1529648325 KiB Mem: 8197444 total, 8022980 used, 174464 free, 8760 buffers
1529648326 KiB Mem: 8197444 total, 8022556 used, 174888 free, 8768 buffers
1529648327 KiB Mem: 8197444 total, 8022900 used, 174544 free, 8768 buffers
1529648328 KiB Mem: 8197444 total, 8022852 used, 174592 free, 8768 buffers
1529648330 KiB Mem: 8197444 total, 8019132 used, 178312 free, 8768 buffers
1529648331 KiB Mem: 8197444 total, 8022784 used, 174660 free, 8776 buffers
1529648332 KiB Mem: 8197444 total, 8022772 used, 174672 free, 8776 buffers
1529648333 KiB Mem: 8197444 total, 8022232 used, 175212 free, 8776 buffers
1529648334 KiB Mem: 8197444 total, 8022956 used, 174488 free, 8776 buffers
1529648335 KiB Mem: 8197444 total, 8019760 used, 177684 free, 8784 buffers
1529648337 KiB Mem: 8197444 total, 8023008 used, 174436 free, 8784 buffers
1529648338 KiB Mem: 8197444 total, 8025848 used, 171596 free, 8784 buffers
1529648339 KiB Mem: 8197444 total, 8035136 used, 162308 free, 8784 buffers
1529648340 KiB Mem: 8197444 total, 8031708 used, 165736 free, 8784 buffers
1529648341 KiB Mem: 8197444 total, 8034396 used, 163048 free, 8792 buffers
1529648342 KiB Mem: 8197444 total, 8028260 used, 169184 free, 8796 buffers
1529648344 KiB Mem: 8197444 total, 8027392 used, 170052 free, 8796 buffers
1529648345 KiB Mem: 8197444 total, 8023644 used, 173800 free, 8796 buffers
1529648346 KiB Mem: 8197444 total, 8023320 used, 174124 free, 8804 buffers
1529648347 KiB Mem: 8197444 total, 8022700 used, 174744 free, 8804 buffers
1529648348 KiB Mem: 8197444 total, 8022900 used, 174544 free, 8804 buffers
1529648349 KiB Mem: 8197444 total, 8019136 used, 178308 free, 8804 buffers
1529648351 KiB Mem: 8197444 total, 8023316 used, 174128 free, 8812 buffers
1529648352 KiB Mem: 8197444 total, 8023208 used, 174236 free, 8812 buffers
1529648353 KiB Mem: 8197444 total, 8022316 used, 175128 free, 8812 buffers
1529648354 KiB Mem: 8197444 total, 8023448 used, 173996 free, 8812 buffers
1529648355 KiB Mem: 8197444 total, 8020616 used, 176828 free, 8812 buffers
1529648356 KiB Mem: 8197444 total, 8022588 used, 174856 free, 8820 buffers
1529648358 KiB Mem: 8197444 total, 8023696 used, 173748 free, 8820 buffers
1529648359 KiB Mem: 8197444 total, 8023796 used, 173648 free, 8820 buffers
1529648360 KiB Mem: 8197444 total, 8023416 used, 174028 free, 8820 buffers
1529648361 KiB Mem: 8197444 total, 8020928 used, 176516 free, 8828 buffers
1529648362 KiB Mem: 8197444 total, 8022872 used, 174572 free, 8828 buffers
1529648363 KiB Mem: 8197444 total, 8023220 used, 174224 free, 8828 buffers
1529648365 KiB Mem: 8197444 total, 8022844 used, 174600 free, 8828 buffers
1529648366 KiB Mem: 8197444 total, 8023492 used, 173952 free, 8836 buffers
1529648367 KiB Mem: 8197444 total, 8020288 used, 177156 free, 8836 buffers
1529648368 KiB Mem: 8197444 total, 7847700 used, 349744 free, 8836 buffers
1529648369 KiB Mem: 8197444 total, 7985800 used, 211644 free, 8836 buffers
1529648370 KiB Mem: 8197444 total, 7898416 used, 299028 free, 8836 buffers
1529648372 KiB Mem: 8197444 total, 7900228 used, 297216 free, 8848 buffers
1529648373 KiB Mem: 8197444 total, 7897068 used, 300376 free, 8848 buffers
1529648374 KiB Mem: 8197444 total, 7901396 used, 296048 free, 8848 buffers
1529648375 KiB Mem: 8197444 total, 7901224 used, 296220 free, 8848 buffers
1529648376 KiB Mem: 8197444 total, 7901188 used, 296256 free, 8856 buffers
1529648378 KiB Mem: 8197444 total, 7900720 used, 296724 free, 8860 buffers
1529648379 KiB Mem: 8197444 total, 7906200 used, 291244 free, 8860 buffers
1529648380 KiB Mem: 8197444 total, 7907048 used, 290396 free, 8860 buffers
1529648381 KiB Mem: 8197444 total, 7909332 used, 288112 free, 8860 buffers
1529648382 KiB Mem: 8197444 total, 7906964 used, 290480 free, 8868 buffers
1529648383 KiB Mem: 8197444 total, 7901760 used, 295684 free, 8868 buffers
1529648385 KiB Mem: 8197444 total, 7898840 used, 298604 free, 8868 buffers
1529648386 KiB Mem: 8197444 total, 7898896 used, 298548 free, 8868 buffers
1529648387 KiB Mem: 8197444 total, 7899488 used, 297956 free, 8876 buffers
1529648388 KiB Mem: 8197444 total, 7898956 used, 298488 free, 8876 buffers
1529648389 KiB Mem: 8197444 total, 7898816 used, 298628 free, 8876 buffers
1529648390 KiB Mem: 8197444 total, 7900132 used, 297312 free, 8876 buffers
